index,label,source
962,1,original
963,0,original
964,1,original
965,1,original
966,0,original
967,1,original
968,1,original
969,1,original
970,0,original
971,2,original
972,2,original
973,1,original
974,2,original
975,2,original
976,2,original
977,2,original
978,0,original
979,2,original
980,0,original
981,2,original
982,0,original
983,2,original
984,0,original
985,2,original
986,2,original
987,2,original
988,2,original
989,2,original
990,0,original
991,2,original
992,0,original
993,2,original
994,0,original
995,0,original
996,0,original
997,2,original
998,2,original
999,2,original
1000,2,original
1001,2,original
1002,0,original
1003,2,original
1004,2,original
1005,2,original
1006,2,original
1007,2,original
1008,2,original
1009,2,original
1010,2,original
1011,2,original
1012,2,original
1013,2,original
1014,0,original
1015,2,original
1016,0,original
1017,2,original
1018,2,original
1019,2,original
1020,2,original
1021,2,original
1022,2,original
1023,2,original
1024,0,original
1025,2,original
1026,2,original
1027,2,original
1028,2,original
1029,2,original
1030,0,original
1031,2,original
1032,2,original
1033,2,original
1034,2,original
1035,2,original
1036,0,original
1037,2,original
1038,0,original
1039,0,original
1040,0,original
1041,0,original
1042,0,original
1043,0,original
1044,0,original
1045,2,original
1046,2,original
1047,2,original
1048,2,original
1049,2,original
1050,2,original
1051,0,original
1052,2,original
1053,1,original
1054,1,original
1055,1,original
1056,1,original
1057,1,original
1058,1,original
1059,1,original
1060,1,original
1061,1,original
1062,1,original
1063,1,original
1064,1,original
1065,0,original
1066,0,original
1067,1,original
1068,1,original
1069,1,original
1070,1,original
1071,1,original
1072,1,original
1073,1,original
1074,1,original
1075,1,original
1076,1,original
1077,1,original
1078,1,original
1079,1,original
1080,1,original
1081,1,original
1082,1,original
1083,1,original
1084,1,original
1085,1,original
1086,1,original
1087,1,original
1088,1,original
1089,1,original
1090,1,original
1091,1,original
1092,1,original
1093,1,original
1094,1,original
1095,1,original
1096,1,original
1097,1,original
1098,1,original
1099,1,original
1100,1,original
1101,0,original
1102,0,original
1103,0,original
1104,0,original
1105,0,original
1106,0,original
1107,0,original
1108,0,original
1109,0,original
1110,1,original
1111,1,original
1112,1,original
1113,1,original
1114,1,original
1115,1,original
1116,1,original
1117,1,original
1118,0,original
1119,1,original
1120,1,original
1121,1,original
1122,1,original
1123,1,original
1124,1,original
1125,1,original
1126,1,original
1127,1,original
1128,1,original
1129,1,original
1130,1,original
1131,1,original
1132,1,original
1133,1,original
1134,1,original
1135,1,original
1136,0,original
1137,1,original
1138,1,original
1139,1,original
1140,1,original
1141,1,original
1142,1,original
1143,1,original
1144,1,original
1145,1,original
1146,1,original
1147,1,original
1148,1,original
1149,1,original
1150,1,original
1151,1,original
1152,1,original
1153,1,original
1154,1,original
1155,1,original
1156,1,original
1157,1,original
1158,1,original
1159,1,original
1160,1,original
1161,1,original
1162,1,original
1163,0,original
1164,0,original
1165,0,original
1166,0,original
1167,0,original
1168,0,original
1169,0,original
1170,0,original
1171,0,original
1172,0,original
1173,1,original
1174,1,original
1175,1,original
1176,1,original
1177,1,original
1178,1,original
1179,1,original
1180,1,original
1181,1,original
1182,1,original
1183,1,original
1184,1,original
1185,1,original
1186,1,original
1187,1,original
1188,1,original
1189,1,original
1190,0,original
1191,1,original
1192,1,original
1193,1,original
1194,1,original
1195,1,original
1196,1,original
1197,1,original
1198,1,original
1199,0,original
1200,1,original
1201,1,original
1202,1,original
1203,1,original
1204,1,original
1205,1,original
1206,1,original
1207,1,original
1208,0,original
1209,1,original
1210,1,original
1211,1,original
1212,1,original
1213,2,original
1214,1,original
1215,1,original
1216,0,original
1217,1,original
1218,1,original
1219,1,original
1220,1,original
1221,1,original
1222,1,original
1223,1,original
1224,1,original
1225,1,original
1226,1,original
1227,1,original
1228,1,original
1229,1,original
1230,1,original
1231,1,original
1232,1,original
1233,1,original
1234,1,original
1235,1,original
1236,1,original
1237,1,original
1238,0,original
1239,1,original
1240,1,original
1241,1,original
1242,1,original
1243,1,original
1244,1,original
1245,1,original
1246,1,original
1247,1,original
1248,1,original
1249,0,original
1250,1,original
1251,1,original
1252,1,original
1253,1,original
1254,1,original
1255,0,original
1256,1,original
1257,1,original
1258,1,original
1259,1,original
1260,1,original
1261,1,original
1262,1,original
1263,1,original
1264,1,original
1265,1,original
1266,1,original
1267,1,original
1268,1,original
1269,1,original
1270,1,original
1271,1,original
1272,1,original
1273,1,original
1274,1,original
1275,1,original
1276,1,original
1277,1,original
1278,0,original
1279,0,original
1280,1,original
1281,1,original
1282,1,original
1283,1,original
1284,1,original
1285,1,original
1286,1,original
1287,0,original
1288,1,original
1289,1,original
1290,1,original
1291,1,original
1292,1,original
1293,0,original
1294,0,original
1295,0,original
1296,0,original
1297,0,original
1298,0,original
1299,0,original
1300,0,original
1301,0,original
1302,0,original
1303,0,original
1304,1,original
1305,1,original
1306,1,original
1307,1,original
1308,1,original
1309,1,original
1310,1,original
1311,1,original
1312,1,original
1313,1,original
1314,1,original
1315,1,original
1316,1,original
1317,1,original
1318,1,original
1319,1,original
1320,1,original
1321,1,original
1322,1,original
1323,1,original
1324,1,original
1325,1,original
1326,0,original
1327,1,original
1328,0,original
1329,1,original
1330,1,original
1331,0,original
1332,0,original
1333,1,original
1334,1,original
1335,1,original
1336,1,original
1337,1,original
1338,1,original
1339,1,original
1340,1,original
1341,1,original
1342,1,original
1343,1,original
1344,1,original
1345,1,original
1346,1,original
1347,1,original
1348,1,original
1349,1,original
1350,1,original
1351,1,original
1352,1,original
1353,1,original
1354,1,original
1355,1,original
1356,1,original
1357,1,original
1358,1,original
1359,1,original
1360,1,original
1361,1,original
1362,1,original
1363,1,original
1364,1,original
1365,1,original
1366,1,original
1367,1,original
1368,1,original
1369,1,original
1370,1,original
1371,1,original
1372,0,original
1373,1,original
1374,1,original
1375,1,original
1376,1,original
1377,1,original
1378,1,original
1379,1,original
1380,1,original
1381,0,original
1382,1,original
1383,0,original
1384,1,original
1385,1,original
1386,1,original
1387,1,original
1388,1,original
1389,1,original
1390,1,original
1391,1,original
1392,1,original
1393,1,original
1394,1,original
1395,1,original
1396,1,original
1397,1,original
1398,0,original
1399,0,original
1400,0,original
1401,2,original
1402,0,original
1403,0,original
1404,0,original
1405,0,original
1406,0,original
1407,0,original
1408,2,original
1409,1,original
1410,1,original
1411,0,original
1412,1,original
1413,1,original
1414,1,original
1415,1,original
1416,1,original
1417,1,original
1418,0,original
1419,1,original
1420,1,original
1421,1,original
1422,1,original
1423,1,original
1424,1,original
1425,1,original
1426,1,original
1427,1,original
1428,0,original
1429,0,original
1430,0,original
1431,1,original
1432,1,original
1433,0,original
1434,0,original
1435,0,original
1436,0,original
1437,0,original
1438,0,original
1439,0,original
1440,0,original
1441,0,original
1442,0,original
1443,0,original
1444,0,original
1445,0,original
1446,1,original
1447,1,original
1448,1,original
1449,1,original
1450,1,original
1451,1,original
1452,1,original
1453,1,original
1454,0,original
1455,0,original
1456,0,original
1457,1,original
1458,0,original
1459,0,original
1460,1,original
1461,0,original
1462,0,original
1463,0,original
1464,0,original
1465,0,original
1466,0,original
1467,0,original
1468,0,original
1469,0,original
1470,0,original
1471,0,original
1472,0,original
1473,0,original
1474,0,original
1475,0,original
1476,0,original
1477,0,original
1478,0,original
1479,0,original
1480,1,original
1481,1,original
1482,0,original
1483,1,original
1484,1,original
1485,1,original
1486,1,original
1487,0,original
1488,0,original
1489,0,original
1490,0,original
1491,0,original
1492,1,original
1493,0,original
1494,0,original
1495,0,original
1496,0,original
1497,0,original
1498,0,original
1499,0,original
1500,1,original
1501,0,original
1502,1,original
1503,0,original
1504,0,original
1505,0,original
1506,0,original
1507,0,original
1508,0,original
1509,2,original
1510,2,original
1511,0,original
1512,1,original
1513,0,original
1514,0,original
1515,0,original
1516,0,original
1517,0,original
1518,0,original
1519,0,original
1520,1,original
1521,1,original
1522,1,original
1523,1,original
1524,1,original
1525,1,original
1526,1,original
1527,1,original
1528,1,original
1529,0,original
1530,0,original
1531,0,original
1532,0,original
1533,0,original
1534,0,original
1535,0,original
1536,0,original
1537,1,original
1538,0,original
1539,0,original
1540,0,original
1541,2,original
1542,2,original
1543,0,original
1544,0,original
1545,2,original
1546,0,original
1547,2,original
1548,2,original
1549,2,original
1550,2,original
1551,2,original
1552,0,original
1553,2,original
1554,2,original
1555,2,original
1556,2,original
1557,2,original
1558,2,original
1559,0,original
1560,2,original
1561,0,original
1562,2,original
1563,0,original
1564,2,original
1565,2,original
1566,0,original
1567,2,original
1568,2,original
1569,2,original
1570,2,original
1571,2,original
1572,2,original
1573,2,original
1574,0,original
1575,2,original
1576,2,original
1577,2,original
1578,2,original
1579,2,original
1580,0,original
1581,0,original
1582,0,original
1583,0,original
1584,0,original
1585,0,original
1586,0,original
1587,0,original
1588,0,original
1589,0,original
1590,0,original
1591,0,original
1592,0,original
1593,0,original
1594,0,original
1595,0,original
1596,0,original
1597,0,original
1598,0,original
1599,0,original
1600,0,original
1601,0,original
1602,0,original
1603,0,original
1604,0,original
1605,0,original
1606,0,original
1607,0,original
1608,2,original
1609,0,original
1610,0,original
1611,0,original
1612,0,original
1613,0,original
1614,0,original
1615,0,original
1616,0,original
1617,0,original
1618,0,original
1619,0,original
1620,0,original
1621,0,original
1622,0,original
1623,0,original
1624,0,original
1625,0,original
1626,0,original
1627,0,original
1628,0,original
1629,1,original
1630,1,original
1631,1,original
1632,1,original
1633,1,original
1634,0,original
1635,0,original
1636,0,original
1637,0,original
1638,0,original
1639,0,original
1640,0,original
1641,0,original
1642,0,original
1643,0,original
1644,0,original
1645,0,original
1646,0,original
1647,0,original
1648,0,original
1649,0,original
1650,0,original
1651,0,original
1652,0,original
1653,0,original
1654,0,original
1655,0,original
1656,0,original
1657,0,original
1658,0,original
1659,0,original
1660,0,original
1661,0,original
1662,0,original
1663,0,original
1664,0,original
1665,0,original
1666,0,original
1667,0,original
1668,0,original
1669,0,original
1670,0,original
1671,0,original
1672,0,original
1673,0,original
1674,0,original
1675,0,original
1676,0,original
1677,0,original
1678,0,original
1679,0,original
1680,0,original
1681,0,original
1682,0,original
1683,0,original
1684,0,original
1685,0,original
1686,0,original
1687,0,original
1688,0,original
1689,0,original
1690,0,original
1691,0,original
1692,0,original
1693,0,original
1694,0,original
1695,0,original
1696,0,original
1697,0,original
1698,0,original
1699,0,original
1700,0,original
1701,0,original
1702,0,original
1703,0,original
1704,0,original
1705,0,original
1706,0,original
1707,0,original
1708,0,original
1709,0,original
1710,0,original
1711,0,original
1712,0,original
1713,0,original
1714,0,original
1715,0,original
1716,0,original
1717,0,original
1718,0,original
1719,0,original
1720,0,original
1721,0,original
1722,0,original
1723,0,original
1724,0,original
1725,0,original
1726,0,original
1727,0,original
1728,0,original
1729,0,original
1730,0,original
1731,0,original
1732,0,original
1733,0,original
1734,0,original
1735,0,original
1736,0,original
1737,0,original
1738,0,original
1739,0,original
1740,0,original
1741,0,original
1742,0,original
1743,0,original
1744,0,original
1745,0,original
1746,0,original
1747,0,original
1748,0,original
1749,2,original
1750,1,original
1751,1,original
1752,1,original
1753,1,original
1754,1,original
1755,1,original
1756,0,original
1757,0,original
1758,0,original
1759,1,original
1760,1,original
1761,1,original
1762,1,original
1763,1,original
1764,1,original
1765,1,original
1766,1,original
1767,1,original
1768,1,original
1769,1,original
1770,1,original
1771,1,original
1772,1,original
1773,1,original
1774,1,original
1775,0,original
1776,0,original
1777,0,original
1778,2,original
1779,0,original
1780,0,original
1781,0,original
1782,0,original
1783,0,original
1784,0,original
1785,1,original
1786,1,original
1787,1,original
1788,1,original
1789,1,original
1790,1,original
1791,1,original
1792,1,original
1793,1,original
1794,1,original
1795,1,original
1796,1,original
1797,1,original
1798,1,original
1799,1,original
1800,2,original
1801,1,original
1802,1,original
1803,1,original
1804,1,original
1805,1,original
1806,1,original
1807,1,original
1808,1,original
1809,1,original
1810,1,original
1811,2,original
1812,1,original
1813,0,original
1814,0,original
1815,1,original
1816,1,original
1817,1,original
1818,1,original
1819,0,original
1820,1,original
1821,1,original
1822,1,original
1823,0,original
1824,1,original
1825,1,original
1826,1,original
1827,1,original
1828,1,original
1829,1,original
1830,1,original
1831,1,original
1832,1,original
1833,0,original
1834,1,original
1835,1,original
1836,1,original
1837,1,original
1838,1,original
1839,0,original
1840,0,original
1841,0,original
1842,0,original
1843,0,original
1844,1,original
1845,1,original
1846,1,original
1847,1,original
1848,1,original
1849,1,original
1850,1,original
1851,0,original
1852,1,original
1853,1,original
1854,1,original
1855,1,original
1856,0,original
1857,0,original
1858,1,original
1859,0,original
1860,0,original
1861,0,original
1862,0,original
1863,1,original
1864,0,original
1865,1,original
1866,1,original
1867,1,original
1868,0,original
1869,1,original
1870,1,original
1871,1,original
1872,1,original
1873,1,original
1874,1,original
1875,1,original
1876,0,original
1877,1,original
1878,1,original
1879,1,original
1880,1,original
1881,1,original
1882,1,original
1883,0,original
1884,1,original
1885,0,original
1886,1,original
1887,0,original
1888,0,original
1889,0,original
1890,0,original
1891,0,original
1892,0,original
1893,0,original
1894,0,original
1895,0,original
1896,0,original
1897,0,original
1898,0,original
1899,0,original
1900,0,original
1901,0,original
1902,0,original
1903,0,original
1904,0,original
1905,0,original
1906,0,original
1907,0,original
1908,0,original
1909,0,original
1910,0,original
1911,0,original
1912,0,original
1913,0,original
1914,0,original
1915,0,original
1916,1,original
1917,1,original
1918,1,original
1919,0,original
1920,0,original
1921,2,original
1922,2,original
1923,2,original
1924,0,original
1925,0,original
1926,0,original
1927,0,original
1928,0,original
1929,2,original
1930,2,original
1931,2,original
1932,2,original
1933,0,original
1934,0,original
1935,0,original
1936,0,original
1937,0,original
1938,0,original
1939,0,original
1940,0,original
1941,1,original
1942,0,original
1943,0,original
1944,0,original
1945,0,original
1946,1,original
1947,0,original
1948,0,original
1949,0,original
1950,0,original
1951,0,original
1952,0,original
1953,0,original
1954,0,original
1955,0,original
1956,2,original
1957,2,original
1958,2,original
1959,0,original
1960,0,original
1961,0,original
1962,0,original
1963,0,original
1964,0,original
1965,2,original
1966,2,original
1967,2,original
1968,2,original
1969,0,original
1970,0,original
1971,2,original
1972,2,original
1973,0,original
1974,0,original
1975,2,original
1976,2,original
1977,2,original
1978,0,original
1979,0,original
1980,2,original
1981,2,original
1982,0,original
1983,0,original
1984,2,original
1985,2,original
1986,2,original
1987,2,original
1988,0,original
1989,2,original
1990,2,original
1991,0,original
1992,0,original
1993,0,original
1994,0,original
1995,0,original
1996,0,original
1997,2,original
1998,2,original
1999,2,original
2000,2,original
2001,0,original
2002,2,original
2003,0,original
2004,2,original
2005,2,original
2006,1,original
2007,1,original
2008,1,original
2009,1,original
2010,1,original
2011,1,original
2012,1,original
2013,1,original
2014,1,original
2015,0,original
2016,0,original
2017,0,original
2018,0,original
2019,0,original
2020,0,original
2021,0,original
2022,0,original
2023,0,original
2024,0,original
2025,0,original
2026,0,original
2027,0,original
2028,0,original
2029,0,original
2030,0,original
2031,0,original
2032,0,original
2033,0,original
2034,0,original
2035,0,original
2036,0,original
2037,0,original
2038,0,original
2039,0,original
2040,0,original
2041,0,original
2042,0,original
2043,0,original
2044,0,original
2045,0,original
2046,0,original
2047,0,original
2048,0,original
2049,0,original
2050,0,original
2051,0,original
2052,0,original
2053,0,original
2054,0,original
2055,0,original
2056,0,original
2057,0,original
2058,1,original
2059,0,original
2060,1,original
2061,1,original
2062,0,original
2063,0,original
2064,0,original
2065,0,original
2066,0,original
2067,0,original
2068,0,original
2069,0,original
2070,0,original
2071,0,original
2072,0,original
2073,0,original
2074,0,original
2075,0,original
2076,0,original
2077,0,original
2078,0,original
2079,1,original
2080,1,original
2081,1,original
2082,1,original
2083,1,original
2084,1,original
2085,0,original
2086,0,original
2087,0,original
2088,0,original
2089,0,original
2090,0,original
2091,0,original
2092,0,original
2093,0,original
2094,0,original
2095,0,original
2096,0,original
2097,0,original
2098,0,original
2099,0,original
2100,0,original
2101,0,original
2102,0,original
2103,0,original
2104,0,original
2105,0,original
2106,0,original
2107,0,original
2108,0,original
2109,0,original
2110,0,original
2111,0,original
2112,0,original
2113,0,original
2114,0,original
2115,0,original
2116,0,original
2117,0,original
2118,0,original
2119,0,original
2120,0,original
2121,0,original
2122,0,original
2123,0,original
2124,0,original
2125,0,original
2126,0,original
2127,0,original
2128,0,original
2129,0,original
2130,0,original
2131,0,original
2132,1,original
2133,1,original
2134,1,original
2135,1,original
2136,1,original
2137,1,original
2138,0,original
2139,0,original
2140,0,original
